order_id,contract_number,product_code,salesman_num,product_num,estimated_delivery_data,lodgement_data
103,16,89,92,480,2015/4/29,
104,16,76,93,30,2015/5/16,
105,16,90,94,910,2015/5/20,
106,16,91,95,1000,2015/4/24,
107,16,92,96,470,2015/4/24,
108,16,93,97,230,2015/5/9,
109,16,22,98,990,2015/4/8,
110,16,94,99,530,2015/4/15,
111,16,95,100,340,2015/4/30,
112,16,84,101,500,2015/5/8,
113,16,96,102,10,2015/5/22,
114,16,58,103,870,2015/4/18,
115,16,97,99,490,2015/5/20,
116,16,98,104,560,2015/5/9,
117,16,99,105,610,2015/4/5,
118,16,100,106,310,2015/5/9,
119,17,101,107,870,2013/11/24,
120,17,102,108,480,2013/12/3,
121,17,103,109,610,2013/12/1,
122,17,72,110,750,2013/10/27,
123,17,56,111,410,2013/10/30,
124,17,104,50,310,2013/12/22,
125,17,66,112,650,2013/12/19,
126,17,105,112,340,2013/12/10,
127,17,106,113,300,2013/10/31,
128,17,9,114,970,2013/11/12,
129,17,107,115,610,2013/11/24,
130,17,108,83,140,2013/12/11,
131,17,107,116,980,2013/11/18,
132,17,109,117,1000,2013/12/2,
133,17,110,118,770,2013/11/10,
134,17,111,119,40,2013/11/25,
135,17,14,120,890,2013/10/28,
136,17,47,121,360,2013/12/16,
137,17,47,114,500,2013/12/13,
138,17,112,122,140,2013/11/16,
139,17,113,123,270,2013/11/19,
140,17,114,124,150,2013/11/3,
141,17,114,125,10,2013/11/29,
142,17,115,126,50,2013/11/23,
143,17,116,127,40,2013/11/8,
144,17,99,110,550,2013/11/25,
145,17,117,83,720,2013/11/29,
146,17,118,122,230,2013/12/6,
147,17,117,116,550,2013/11/22,
148,17,119,85,820,2013/12/8,
149,17,120,85,100,2013/11/17,
150,17,120,128,930,2013/11/15,
151,17,121,129,490,2013/11/15,
152,17,59,130,830,2013/11/23,
153,17,5,31,490,2013/11/14,
154,17,70,131,680,2013/10/31,
155,17,122,81,380,2013/12/9,
156,17,53,123,690,2013/12/22,
157,17,123,132,460,2013/12/13,
158,17,124,133,20,2013/10/29,
159,17,125,134,300,2013/12/11,
160,18,54,135,350,2002/11/5,
161,18,126,136,40,2002/11/20,
162,18,126,137,420,2002/11/17,
163,18,117,5,970,2002/10/15,
164,18,127,138,120,2002/10/7,
165,18,128,139,900,2002/11/19,
166,18,129,140,470,2002/10/31,
167,18,28,141,730,2002/10/7,
168,18,44,142,350,2002/11/4,
169,18,130,38,460,2002/11/16,
170,18,131,143,680,2002/10/15,
171,18,132,16,10,2002/10/15,
172,18,62,144,360,2002/11/15,
173,18,133,145,380,2002/11/15,
174,18,134,38,970,2002/11/2,
175,19,135,33,580,2008/3/2,
176,19,136,146,120,2008/2/24,
177,20,54,128,980,2004/3/30,
178,20,104,147,620,2004/3/19,
179,20,23,148,430,2004/2/1,
180,20,137,149,500,2004/2/6,
181,20,1,113,200,2004/2/12,
182,20,138,150,810,2004/2/22,
183,20,139,48,270,2004/2/11,
184,20,60,151,220,2004/2/16,
185,20,90,152,370,2004/3/24,
186,20,140,153,670,2004/3/2,
187,20,65,118,850,2004/3/14,
188,20,12,112,420,2004/2/22,
189,20,141,154,370,2004/2/12,
190,20,142,155,190,2004/2/20,
191,20,114,156,750,2004/4/1,
192,20,143,157,750,2004/3/22,
193,20,144,49,800,2004/2/3,
194,20,115,158,950,2004/2/8,
195,21,72,159,350,2011/2/16,
196,21,66,160,270,2011/2/1,
197,21,145,9,980,2011/2/5,
198,21,146,161,300,2011/2/13,
199,21,147,162,820,2011/3/12,
200,21,148,88,390,2011/2/25,
201,21,149,17,890,2011/3/1,
202,21,110,163,430,2011/1/27,
203,21,150,164,960,2011/2/23,
204,21,151,140,240,2011/3/11,
205,21,113,165,390,2011/2/10,
206,21,152,42,1000,2011/1/28,
207,21,153,67,700,2011/3/5,
208,22,154,166,310,2001/4/8,
209,22,128,167,970,2001/4/1,
210,23,52,168,250,2011/2/4,
211,24,155,169,30,2006/3/8,
212,24,156,170,550,2006/1/28,
213,24,157,171,10,2006/1/24,
214,24,148,172,980,2006/2/19,
215,24,158,173,730,2006/2/12,
216,24,10,174,960,2006/1/29,
217,24,136,174,910,2006/2/22,
218,25,44,137,310,2011/8/13,
219,25,159,175,450,2011/9/8,
220,25,15,66,500,2011/8/26,
221,25,160,64,450,2011/9/30,
222,25,161,176,660,2011/9/1,
223,25,48,14,220,2011/8/6,
224,25,162,177,270,2011/8/15,
225,25,69,175,730,2011/8/28,
226,25,163,137,430,2011/8/18,
227,25,23,159,240,2011/8/25,
228,25,54,69,690,2011/9/5,
229,25,129,178,290,2011/9/30,
230,26,103,41,380,2017/12/19,
231,26,164,23,280,2017/11/7,
232,26,165,179,490,2017/12/6,
233,26,67,180,130,2017/11/8,
234,26,35,181,130,2018/1/4,
235,26,62,64,1000,2017/11/26,
236,26,86,182,980,2017/11/18,
237,26,30,8,680,2017/12/2,
238,26,18,9,650,2017/11/21,
239,26,136,183,140,2017/11/24,
240,27,166,133,630,2019/8/9,
241,27,167,133,680,2019/6/17,
242,27,66,184,520,2019/8/8,
243,27,168,185,470,2019/8/6,
244,27,169,186,660,2019/6/23,
245,27,170,149,940,2019/7/16,
246,27,82,187,770,2019/7/6,
247,27,74,107,210,2019/8/5,
248,27,42,186,980,2019/7/5,
249,27,113,108,320,2019/8/4,
250,28,171,188,670,2021/8/8,
251,28,172,189,290,2021/8/7,
252,28,173,190,840,2021/8/4,
253,29,23,71,430,2009/10/22,
254,29,73,191,460,2009/12/14,
255,29,149,140,130,2009/11/3,
256,29,174,181,400,2009/12/13,
257,29,162,6,830,2009/11/17,
258,29,108,8,860,2009/11/7,
259,29,110,192,210,2009/11/22,
260,29,11,193,740,2009/12/9,
261,29,175,68,410,2009/11/13,
262,29,176,194,730,2009/10/28,
263,29,158,34,500,2009/12/11,
264,29,166,19,350,2009/12/19,
265,29,165,195,580,2009/10/28,
266,29,21,47,410,2009/11/2,
267,29,177,8,160,2009/11/5,
268,29,61,196,160,2009/11/18,
269,29,178,197,290,2009/10/27,
270,29,179,138,780,2009/11/1,
271,29,180,47,10,2009/12/13,
272,29,179,198,580,2009/10/30,
273,29,181,35,70,2009/10/26,
274,29,125,199,590,2009/11/6,
275,29,124,200,740,2009/12/15,
276,29,182,201,620,2009/11/30,
277,29,153,175,20,2009/10/29,
278,30,2,202,840,2011/10/12,
279,30,104,203,470,2011/11/2,
280,30,183,172,610,2011/9/24,
281,30,161,204,310,2011/9/24,
282,30,184,205,200,2011/10/26,
283,30,185,206,40,2011/10/17,
284,30,108,207,160,2011/10/19,
285,30,69,208,580,2011/9/14,
286,30,22,209,890,2011/10/28,
287,30,109,210,360,2011/9/18,
288,30,48,211,960,2011/10/9,
289,30,126,212,840,2011/10/22,
290,30,166,213,190,2011/11/4,
291,30,186,213,460,2011/10/4,
292,30,173,214,360,2011/9/8,
293,30,179,203,660,2011/9/29,
294,30,181,215,880,2011/11/4,
295,30,181,216,580,2011/10/23,
296,30,140,217,950,2011/10/22,
297,30,142,218,650,2011/9/15,
298,30,123,219,590,2011/10/16,
299,30,187,171,390,2011/9/9,
300,30,86,203,150,2011/10/15,
301,30,125,220,380,2011/9/29,
302,30,124,212,310,2011/9/29,
303,30,188,221,650,2011/9/26,
304,30,189,216,620,2011/9/10,
305,30,88,222,350,2011/10/28,
306,30,138,223,880,2011/10/23,
307,30,106,224,510,2011/9/15,
308,30,190,225,770,2011/10/31,
309,30,110,206,430,2011/10/5,
310,30,150,226,60,2011/9/18,
311,30,191,227,840,2011/10/6,
312,30,192,228,30,2011/9/30,
313,30,136,229,860,2011/10/22,
314,30,193,230,950,2011/9/29,
315,30,14,231,280,2011/10/20,
316,30,170,213,660,2011/9/20,
317,30,158,232,910,2011/10/27,
318,30,194,233,810,2011/9/7,
319,30,171,212,180,2011/10/8,
320,30,155,167,830,2011/10/15,
321,30,1,234,430,2011/9/15,
322,30,120,235,790,2011/10/26,
323,30,36,236,630,2011/9/17,
324,30,195,208,130,2011/10/28,
325,30,196,237,920,2011/10/26,
326,30,97,167,980,2011/10/11,
327,30,20,238,360,2011/9/6,
328,30,100,208,610,2011/10/5,
329,31,156,181,260,2012/6/25,
330,31,102,195,80,2012/7/11,
331,31,197,239,10,2012/7/16,
332,31,56,138,240,2012/7/4,
333,31,57,240,320,2012/6/18,
334,31,195,135,370,2012/7/14,
335,31,121,69,930,2012/7/11,
336,32,197,160,310,2009/5/31,
337,32,168,21,30,2009/5/5,
338,32,198,241,250,2009/6/10,
339,32,193,242,640,2009/4/16,
340,32,199,243,920,2009/4/28,
341,32,159,244,120,2009/5/21,
342,32,111,10,20,2009/5/9,
343,32,200,22,510,2009/5/3,
344,32,136,239,730,2009/4/22,
345,32,201,245,730,2009/4/29,
346,33,137,246,650,2015/3/20,
347,34,52,185,270,2018/3/21,
348,34,202,186,690,2018/3/31,
349,34,203,76,750,2018/3/31,
350,34,204,49,750,2018/2/23,
351,34,51,247,380,2018/3/2,
352,35,51,248,670,2009/1/21,
353,35,54,249,300,2009/1/23,
354,35,33,250,320,2009/3/11,
355,35,120,251,410,2009/3/7,
356,35,142,252,520,2009/3/10,
357,35,205,253,720,2009/2/7,
358,35,206,254,520,2009/2/15,
359,35,207,255,810,2009/1/28,
360,36,23,256,100,2019/8/20,
361,36,197,33,230,2019/8/17,
362,36,118,88,610,2019/8/26,
363,36,208,257,10,2019/7/15,
364,36,55,258,460,2019/7/17,
365,36,144,179,660,2019/8/22,
366,36,209,7,10,2019/8/8,
367,37,189,259,500,2021/12/13,
368,37,52,260,290,2022/1/21,
369,37,210,206,240,2021/12/14,
370,37,178,261,250,2022/1/11,
371,38,137,28,520,2001/5/28,
372,38,21,262,550,2001/6/8,
373,38,57,130,320,2001/5/6,
374,38,31,263,540,2001/4/28,
375,38,134,264,20,2001/4/14,
376,38,182,31,70,2001/6/4,
377,38,166,86,550,2001/4/11,
378,39,160,265,330,2003/3/5,
379,39,211,266,370,2003/3/2,
380,39,118,58,840,2003/3/29,
381,39,97,267,160,2003/2/18,
382,39,140,268,800,2003/3/25,
383,39,5,269,380,2003/3/16,
384,40,102,191,930,2000/6/15,
385,40,140,270,300,2000/7/16,
386,40,212,6,760,2000/6/7,
387,40,213,16,310,2000/5/31,
388,40,7,162,530,2000/7/12,
389,40,82,71,330,2000/5/23,
390,40,55,180,540,2000/6/20,
391,40,158,271,960,2000/6/28,
392,40,214,176,870,2000/6/22,
393,40,144,192,360,2000/7/12,
394,40,132,65,930,2000/6/15,
395,41,156,272,610,2010/7/4,
396,41,33,177,910,2010/5/25,
397,41,66,146,190,2010/6/10,
398,41,113,70,150,2010/6/7,
399,41,133,23,510,2010/5/22,
400,41,215,38,810,2010/6/2,
401,41,136,242,280,2010/7/15,
402,42,179,122,870,2013/2/14,
403,42,16,156,670,2013/2/14,
404,42,47,273,110,2013/2/25,
405,42,77,129,760,2013/2/18,
406,43,157,274,200,2006/8/5,
407,43,186,275,280,2006/8/24,
408,43,165,276,200,2006/7/23,
409,43,216,130,970,2006/7/26,
410,43,11,130,290,2006/7/19,
411,43,217,115,490,2006/8/27,
412,43,77,109,430,2006/7/9,
413,43,71,152,100,2006/8/18,
414,44,50,277,500,2018/5/16,
415,45,168,278,500,2007/1/7,
416,45,186,279,700,2006/12/6,
417,45,13,280,720,2007/1/13,
418,45,31,252,600,2006/12/8,
419,45,201,57,630,2006/12/7,
420,46,155,257,100,2003/11/7,
421,46,88,8,680,2003/9/12,
422,46,153,281,450,2003/10/31,
423,47,102,57,600,2004/12/13,
424,47,88,282,510,2004/12/15,
425,47,218,283,150,2004/11/4,
426,47,128,55,930,2004/12/16,
427,47,42,284,690,2004/11/7,
428,47,78,285,930,2004/12/21,
429,47,107,286,130,2004/11/3,
430,47,34,251,520,2004/12/12,
431,47,4,278,460,2004/10/31,
432,47,219,287,80,2004/11/14,
433,47,220,288,920,2004/12/13,
434,47,204,289,30,2004/12/6,
435,47,134,249,970,2004/11/7,
436,47,155,290,100,2004/12/23,
437,47,221,291,310,2004/11/9,
438,47,155,292,580,2004/11/13,
439,47,198,293,390,2004/11/15,
440,47,212,294,840,2004/11/12,
441,47,169,295,990,2004/12/2,
442,47,222,296,10,2004/11/6,
443,47,70,297,540,2004/11/30,
444,47,197,298,440,2004/11/8,
445,47,129,299,370,2004/10/29,
446,47,217,286,120,2004/12/9,
447,47,130,300,500,2004/11/15,
448,47,223,301,340,2004/12/24,
449,47,224,302,530,2004/12/16,
450,47,153,303,200,2004/12/26,
451,47,100,304,150,2004/11/1,
452,47,188,302,50,2004/11/11,
453,48,189,84,160,2007/5/13,
454,48,12,305,100,2007/5/29,
455,48,196,154,230,2007/5/23,
456,48,21,306,180,2007/5/19,
457,48,225,83,490,2007/4/20,
458,48,226,32,500,2007/4/4,
459,48,75,305,280,2007/5/18,
460,48,100,307,1000,2007/5/14,
461,48,132,123,260,2007/5/24,
462,48,193,82,800,2007/4/6,
463,49,200,308,550,2000/1/29,
464,49,222,309,800,2000/2/28,
465,49,74,128,130,2000/3/4,
466,49,30,310,810,2000/3/2,
467,49,178,76,470,2000/2/7,
468,49,190,187,270,2000/3/5,
469,49,128,273,990,2000/3/19,
470,49,185,273,900,2000/3/3,
471,49,227,114,220,2000/1/30,
472,49,84,311,860,2000/1/28,
473,49,84,78,280,2000/2/8,
474,49,53,24,770,2000/3/24,
475,49,228,308,590,2000/2/16,
476,49,229,77,780,2000/2/8,
477,49,204,31,320,2000/3/24,
478,49,230,312,790,2000/2/9,
479,49,115,309,670,2000/3/25,
480,49,124,309,210,2000/3/16,
481,49,187,313,270,2000/2/7,
482,50,123,223,270,2017/12/31,
483,50,152,314,120,2018/1/7,
484,51,231,313,710,2019/8/31,
485,51,120,315,970,2019/9/12,
486,51,232,110,30,2019/9/9,
487,51,108,184,100,2019/9/29,
488,51,233,111,330,2019/10/15,
489,51,4,134,950,2019/9/22,
490,51,193,24,790,2019/10/15,
491,51,225,132,580,2019/9/11,
492,51,16,316,670,2019/9/30,
493,51,16,87,590,2019/9/13,
494,51,125,262,650,2019/10/5,
495,51,100,317,60,2019/10/10,
496,51,234,311,290,2019/9/19,
497,52,235,82,300,2017/12/31,
498,53,102,318,90,2002/7/10,
499,53,199,24,220,2002/5/18,
500,53,194,185,420,2002/6/3,
501,53,52,319,780,2002/6/18,
502,53,135,264,910,2002/5/23,
503,53,195,154,430,2002/6/12,
504,53,209,32,560,2002/7/3,
505,53,236,121,40,2002/5/20,
506,53,197,29,140,2002/6/16,
507,53,237,130,840,2002/6/23,
508,53,156,317,340,2002/7/1,
509,53,175,320,350,2002/6/11,
510,53,4,317,140,2002/6/6,
511,53,238,321,800,2002/5/19,
512,53,239,322,970,2002/6/23,
513,53,86,147,180,2002/6/5,
514,53,134,305,190,2002/6/15,
515,53,163,156,450,2002/5/28,
516,54,3,323,970,2001/4/15,
517,54,129,275,110,2001/3/23,
518,55,240,324,340,2007/10/17,
519,55,241,325,240,2007/10/9,
520,55,51,326,850,2007/11/9,
521,56,2,31,240,2020/12/17,
522,56,70,112,830,2020/12/26,
523,56,104,128,920,2020/11/18,
524,56,168,321,370,2020/11/4,
525,56,164,49,750,2020/12/31,
526,56,186,273,390,2020/12/11,
527,57,51,327,790,2008/1/16,
528,57,242,21,810,2008/2/7,
529,57,12,245,130,2008/1/26,
530,57,243,191,300,2008/1/15,
531,57,121,328,730,2008/1/21,
532,57,204,329,260,2008/1/11,
533,58,212,319,310,2013/7/29,
534,58,244,264,480,2013/9/5,
535,58,245,186,300,2013/8/18,
536,58,162,147,520,2013/9/14,
537,58,246,48,920,2013/7/28,
538,58,128,330,400,2013/9/16,
539,58,209,331,880,2013/9/6,
540,58,141,27,1000,2013/8/17,
541,58,15,315,810,2013/7/22,
542,58,219,155,720,2013/9/4,
543,58,208,332,630,2013/8/19,
544,58,142,318,60,2013/7/22,
545,58,247,158,70,2013/8/2,
546,58,49,158,560,2013/8/3,
547,58,214,273,800,2013/9/1,
548,58,86,152,640,2013/9/7,
549,58,63,333,670,2013/9/2,
550,58,23,185,970,2013/7/20,
551,58,188,122,900,2013/7/25,
552,59,137,334,850,2009/8/10,
553,59,248,335,590,2009/8/2,
554,59,194,129,840,2009/8/25,
555,59,141,185,870,2009/8/5,
556,59,249,30,220,2009/7/8,
557,59,16,336,760,2009/8/7,
558,60,242,337,330,2012/10/12,
559,60,250,140,400,2012/10/9,
560,60,156,338,590,2012/10/30,
561,60,156,68,650,2012/10/9,
562,60,46,13,720,2012/10/24,
563,60,251,46,430,2012/11/10,
564,60,128,175,90,2012/10/31,
565,60,252,339,40,2012/10/29,
566,60,221,65,240,2012/10/18,
567,60,253,337,690,2012/10/21,
568,60,221,46,1000,2012/9/28,
569,61,11,11,660,2016/2/10,
570,61,169,180,180,2016/3/16,
571,61,208,5,370,2016/2/9,
572,61,254,340,330,2016/2/24,
573,61,87,337,790,2016/2/18,
574,62,186,308,420,2001/1/27,
575,62,65,323,460,2001/2/8,
576,62,28,126,350,2000/12/20,
577,62,255,152,110,2001/1/30,
578,63,24,341,340,2000/6/1,
579,63,126,342,830,2000/4/30,
580,63,222,161,440,2000/4/28,
581,63,59,7,70,2000/6/6,
582,63,173,162,650,2000/6/6,
583,63,150,343,900,2000/5/24,
584,63,70,44,370,2000/5/5,
585,63,19,257,900,2000/5/2,
586,63,142,178,230,2000/6/7,
587,63,113,344,320,2000/6/13,
588,63,132,339,350,2000/5/21,
589,63,100,136,450,2000/6/20,
590,63,18,345,470,2000/6/14,
591,63,221,346,410,2000/5/13,
592,64,256,305,410,2011/7/12,
593,65,181,264,330,2019/7/7,
594,65,102,318,1000,2019/7/5,
595,65,26,347,420,2019/7/2,
596,65,215,319,640,2019/7/23,
597,65,257,83,300,2019/6/28,
598,66,103,262,280,2013/1/11,
599,66,101,147,450,2012/12/28,
600,66,188,275,160,2012/12/12,
601,66,164,158,780,2012/12/30,
602,66,159,156,950,2012/11/30,
603,66,258,148,1000,2012/12/28,
604,66,259,128,60,2013/1/19,
605,66,260,152,330,2013/1/10,
606,66,108,29,60,2012/12/30,
607,66,185,310,450,2012/12/26,
608,66,209,335,940,2012/12/9,
609,66,14,152,160,2012/12/30,
610,66,229,77,130,2012/12/29,
611,66,261,348,640,2012/12/28,
612,66,134,107,450,2012/11/29,
613,66,262,349,550,2012/12/11,
614,66,221,350,30,2012/12/14,
615,66,1,274,210,2012/12/27,
616,66,33,309,840,2012/12/15,
617,66,186,332,700,2013/1/4,
618,66,212,351,30,2012/11/30,
619,66,249,320,190,2013/1/16,
620,66,118,152,570,2013/1/20,
621,66,120,79,60,2012/12/21,
622,66,7,320,660,2013/1/18,
623,66,195,323,160,2013/1/15,
624,66,95,333,470,2013/1/3,
625,66,95,352,440,2013/1/17,
626,66,46,352,980,2012/12/25,
627,66,49,331,340,2012/12/14,
628,66,143,127,930,2013/1/21,
629,66,203,353,330,2013/1/7,
630,66,62,48,520,2012/12/27,
631,66,187,77,300,2012/11/25,
632,67,146,348,120,2013/12/12,
633,67,102,26,920,2013/12/9,
634,67,27,333,1000,2014/1/6,
635,67,149,350,920,2013/12/17,
636,67,190,353,430,2013/12/4,
637,67,42,29,380,2013/12/17,
638,67,240,49,930,2013/12/4,
639,67,185,110,150,2014/1/21,
640,67,92,152,520,2013/12/2,
641,67,209,354,180,2013/12/28,
642,67,263,186,930,2014/1/16,
643,67,57,107,30,2013/12/6,
644,67,48,133,900,2014/1/15,
645,67,87,113,200,2014/1/3,
646,67,115,355,440,2013/12/16,
647,67,54,28,500,2014/1/22,
648,67,99,126,510,2013/12/24,
649,67,1,263,750,2013/12/15,
650,67,194,24,90,2013/12/16,
651,67,126,308,540,2013/12/21,
652,67,167,84,30,2014/1/14,
653,67,160,321,110,2014/1/11,
654,67,31,354,810,2014/1/3,
655,67,195,115,620,2014/1/15,
656,67,196,356,410,2013/12/16,
657,67,235,125,150,2013/11/30,
658,67,25,107,660,2013/12/11,
659,67,15,114,400,2013/12/1,
660,67,239,74,120,2013/12/31,
661,67,58,307,990,2013/12/31,
662,67,53,357,670,2014/1/17,
663,67,153,84,870,2014/1/4,
664,67,264,334,580,2014/1/5,
665,67,102,125,940,2014/1/3,
666,68,248,175,630,2020/2/24,
667,68,1,358,250,2020/2/29,
668,68,186,19,870,2020/2/8,
669,68,66,180,610,2020/1/25,
670,68,249,359,420,2020/1/31,
671,68,59,338,810,2020/2/16,
672,68,108,239,310,2020/2/15,
673,68,90,360,340,2020/2/19,
674,68,265,361,690,2020/2/8,
675,68,132,34,340,2020/3/6,
676,68,144,43,160,2020/2/23,
677,68,62,135,320,2020/1/18,
678,68,153,198,200,2020/2/5,
679,68,100,21,1000,2020/2/6,
680,68,134,13,880,2020/1/31,
681,68,234,7,1000,2020/1/21,
682,69,266,45,500,2020/9/2,
683,69,89,362,970,2020/7/19,
684,70,162,136,610,2015/9/22,
685,70,142,21,890,2015/9/9,
686,70,19,9,930,2015/10/12,
687,71,221,66,100,2022/1/12,
688,71,155,363,40,2022/2/26,
689,71,64,342,660,2022/2/12,
690,71,267,20,270,2022/1/29,
691,71,41,343,670,2022/2/9,
692,71,148,34,150,2022/2/21,
693,71,268,145,540,2022/1/18,
694,71,86,72,980,2022/2/14,
695,71,61,198,440,2022/2/2,
696,71,54,364,170,2022/1/19,
697,72,81,365,900,2015/3/26,
698,72,169,191,530,2015/4/2,
699,72,130,35,940,2015/3/31,
700,72,218,366,730,2015/3/4,
701,72,269,46,170,2015/4/27,
702,72,36,193,510,2015/4/24,
703,73,99,25,760,2014/2/21,
704,73,2,263,30,2014/2/4,
705,73,270,367,700,2014/2/9,
706,73,3,133,790,2014/2/12,
707,73,117,321,910,2014/1/17,
708,73,212,119,220,2014/1/14,
709,73,148,124,700,2014/2/15,
710,73,148,157,320,2014/2/28,
711,73,195,116,840,2014/2/21,
712,73,191,317,90,2014/1/8,
713,73,271,30,570,2014/1/9,
714,73,227,262,290,2014/1/8,
715,73,272,50,630,2014/3/1,
716,73,175,332,520,2014/2/10,
717,73,13,316,90,2014/2/1,
718,73,213,315,10,2014/1/17,
719,73,62,108,960,2014/1/28,
720,73,100,308,670,2014/3/1,
721,73,262,25,810,2014/2/24,
722,73,221,132,310,2014/2/2,
723,74,273,165,780,2008/7/31,
724,74,169,178,160,2008/8/2,
725,74,251,368,530,2008/7/23,
726,74,18,362,340,2008/8/9,
727,74,63,163,670,2008/7/27,
728,74,124,192,150,2008/7/9,
729,75,37,282,580,2016/4/17,
730,75,248,61,70,2016/4/22,
731,75,1,290,530,2016/4/13,
732,75,251,369,760,2016/3/21,
733,75,74,304,460,2016/4/3,
734,75,42,370,930,2016/3/22,
735,75,93,371,230,2016/3/20,
736,75,54,372,950,2016/3/20,
737,75,102,325,800,2016/5/14,
738,75,150,373,50,2016/3/22,
739,76,244,53,420,2010/10/7,
740,76,274,374,930,2010/9/5,
741,76,275,301,620,2010/10/13,
742,76,106,375,790,2010/9/17,
743,76,251,250,770,2010/9/29,
744,76,31,376,90,2010/9/17,
745,76,222,288,260,2010/9/27,
746,76,59,377,650,2010/9/3,
747,76,252,378,500,2010/9/10,
748,76,276,284,10,2010/8/30,
749,76,44,379,590,2010/10/1,
750,76,45,284,30,2010/9/1,
751,76,12,380,860,2010/9/29,
752,76,17,381,640,2010/10/15,
753,76,239,382,840,2010/9/9,
754,76,277,383,740,2010/10/23,
755,76,98,384,920,2010/9/23,
756,76,163,285,530,2010/10/23,
757,76,54,385,750,2010/10/15,
758,77,4,28,300,2016/6/13,
759,78,167,120,640,2009/8/19,
760,78,141,123,70,2009/10/6,
761,78,278,386,310,2009/10/12,
762,78,230,83,720,2009/9/8,
763,78,114,315,720,2009/9/22,
764,79,171,265,880,2016/10/19,
765,79,64,387,610,2016/9/8,
766,79,73,280,530,2016/10/26,
767,79,82,381,590,2016/9/23,
768,79,158,304,760,2016/9/27,
769,79,182,378,390,2016/9/6,
770,80,192,113,70,2005/8/26,
771,80,34,264,960,2005/9/5,
772,80,81,263,440,2005/9/8,
